Supplier_ID,Business_Name,Owner_Name,Country,City,Address,Phone,Email,Website,Category,Main_Products,Business_Type,Year_Established,Employees,Annual_Export_Volume_USD,Min_Order_Quantity,Export_Markets,Certifications,Rating,Payment_Terms,Lead_Time_Days
SUP000066,Hong Kong Chemicals Co. Ltd,Li Jian Hua,Hong Kong,Hong Kong,"823 Free Zone, Hong Kong, Hong Kong",+852-3536-5419,info@hongkongchemicalscol.com,www.hongkongchemicalscol.hk,Chemicals & Petrochemicals,"Plastic Resins, Industrial Chemicals, Pesticides",Wholesaler,1977,676,84234671,66 kg,"Sub-Saharan Africa, Western Europe, Oceania",OEKO-TEX,3.4,Net 60 Days,84
SUP000067,Global PlayWorks SA,Arina Tabacu,Romania,Cluj-Napoca,"745 Commercial Street, Cluj-Napoca, Romania",+40-1383-67024,enquiry@globalplayworkssa.com,www.globalplayworkssa.com,Toys & Games,"Educational Toys, Action Figures, Puzzle Sets, Board Games",Manufacturer & Exporter,2004,198,178466,1940 kg,"CIS Countries, North America, North Africa, Oceania","GMP Certified, Organic Certified, WRAP Certified",3.5,Cash Against Documents (CAD),55
SUP000068,Dublin Engineering Works Group,Denise Faulkner,Ireland,Cork,"549 Trade Center, Cork, Ireland",+353-3747-41124,denise42@outlook.com,www.dublinengineeringwor.com,Machinery & Industrial Equipment,"Industrial Pumps, Hydraulic Presses, CNC Machines",Manufacturer & Exporter,1984,10,14171768,3705 boxes,"South Asia, CIS Countries","GMP Certified, ISO 14001",4.5,Net 30 Days,17
SUP000069,Bogota Electricals S.A.S.,Gerardo del Marino,Colombia,Bogota,"67 Main Road, Bogota, Colombia",+57-72151-07029,contact@bogotaelectricalssas.com,www.bogotaelectricalssas.co,Electronics & Electrical,"Solar Panels, Inverters, Smart Switches",Sole Proprietor Exporter,2002,140,56042,2014 sets,"Oceania, CIS Countries, South America, Middle East",ISO 9001,3.6,Telegraphic Transfer (T/T),75
SUP000070,Sunrise Harvest Cia. Ltda.,Ester Rico,Ecuador,Quito,"515 Trade Center, Quito, Ecuador",+593-6420-59304,enquiry@sunriseharvestcialtd.com,www.sunriseharvestcialtd.ec,Agriculture & Food Products,"Sugar, Coffee Beans, Honey, Basmati Rice, Dried Fruits",Wholesaler,1989,75,39448925,2907 pieces,"North Africa, South Asia, Southeast Asia, Oceania","RoHS Compliant, BRC Certified",3.4,Cash Against Documents (CAD),50
SUP000071,PolyPack Overseas Industries,Beverly Copeland,Bangladesh,Chittagong,"940 Main Road, Chittagong, Bangladesh",+880-25250-02921,beverly984@gmail.com,www.polypackoverseasindu.bd,Plastics & Packaging,"Plastic Containers, Plastic Pipes, Foam Packaging, Packaging Films",Sole Proprietor Exporter,2000,544,95800829,2600 pieces,"Eastern Europe, North America, Southeast Asia, South Asia",HACCP,4.4,Cash Against Documents (CAD),33
SUP000072,Apex Beauty Co Group,Cameron Shaw,United Kingdom,Birmingham,"107 Market Road, Birmingham, United Kingdom",+44-25135-52157,info@apexbeautycogroup.uk,www.apexbeautycogroup.uk,Cosmetics & Personal Care,"Cosmetic Kits, Perfumes, Haircare Products",Manufacturer,2021,2794,9272544,4474 tons,"North America, Western Europe, East Asia, North Africa","CE Certified, SEDEX, BRC Certified",3.2,Open Account,78
SUP000073,Salet Leather Works N.V.,Zakaria Ellis-de Werd,Belgium,Antwerp,"347 Market Road, Antwerp, Belgium",+32-0629-62015,enquiry@saletleatherworksnv.be,www.saletleatherworksnv.com,Leather Goods,"Jackets, Leather Bags, Travel Bags, Belts",Sole Proprietor Exporter,2009,21,26505,2956 units,"Sub-Saharan Africa, Western Europe","ISO 14001, OEKO-TEX, RoHS Compliant",3.9,Net 60 Days,89
SUP000074,Royal Interiors S.A.,Felipa Campo Rios,Ecuador,Quito,"380 Free Zone, Quito, Ecuador",+593-5270-47743,felipa.rios@outlook.com,www.royalinteriorssa.com,Furniture,"Outdoor Furniture, Wooden Cabinets, Sofas, Bed Frames",Sole Proprietor Exporter,1981,138,80139806,4387 sets,"Oceania, Middle East, South America","OEKO-TEX, GMP Certified, ISO 22000",4.7,Open Account,78
SUP000075,Brno Building Materials s.r.o.,Silvie Vankova,Czech Republic,Brno,"81 Free Zone, Brno, Czech Republic",+420-3294-51168,export@brnobuildingmaterial.cz,www.brnobuildingmaterial.com,Construction Materials,"Sanitaryware, Cement, Roofing Sheets",Manufacturer,2019,1460,39613,2344 boxes,"Eastern Europe, Western Europe",GMP Certified,4.8,Telegraphic Transfer (T/T),38
SUP000076,Myers Infra Materials Ltd,David Ortiz,Ghana,Kumasi,"21 Trade Center, Kumasi, Ghana",+233-4447-13247,david@hotmail.com,www.myersinframaterialsl.com,Construction Materials,"Roofing Sheets, Ceramic Tiles, Marble Slabs",Manufacturer,1987,4034,492074,538 kg,"CIS Countries, Eastern Europe, North America","Fair Trade Certified, FSSAI, HACCP",4.4,Telegraphic Transfer (T/T),22
SUP000077,Universal Leather Works Ltd,Michael Peters,Bangladesh,Chittagong,"698 Industrial Area, Chittagong, Bangladesh",+880-35797-27985,export@universalleatherwork.com,www.universalleatherwork.com,Leather Goods,"Leather Gloves, Leather Upholstery, Wallets",Sole Proprietor Exporter,1980,57,917712,1694 kg,"North Africa, South Asia, Southeast Asia","SEDEX, ISO 14001",4.3,100% Advance,6
SUP000078,Mercader Jewelry House S.A.C.,Monica Arana,Peru,Lima,"845 Free Zone, Lima, Peru",+51-9108-58994,info@mercaderjewelryhouse.pe,www.mercaderjewelryhouse.pe,Jewelry & Gemstones,"Pearl Necklaces, Fashion Jewelry, Gemstone Beads, Precious Stones",Manufacturer & Exporter,2015,467,44688,4916 tons,"Middle East, Eastern Europe, South Asia","SEDEX, OEKO-TEX",4.3,Letter of Credit (L/C),8
SUP000079,Pharma Overseas Group,Karen Cook,New Zealand,Wellington,"301 Export Zone, Wellington, New Zealand",+64-7248-25135,contact@pharmaoverseasgroup.com,www.pharmaoverseasgroup.com,Pharmaceuticals & Healthcare,"First Aid Kits, Syringes, Ayurvedic Products, Nutritional Supplements",Manufacturer & Exporter,1998,21,156285,4100 units,"North Africa, Southeast Asia, Middle East, Western Europe","RoHS Compliant, OEKO-TEX, ISO 22000",4.7,Telegraphic Transfer (T/T),72
SUP000080,Elite Athletics Oy,Seppo Hietala,Finland,Helsinki,"5 Market Road, Helsinki, Finland",+358-4329-27129,contact@eliteathleticsoy.fi,www.eliteathleticsoy.com,Sports Goods,"Sportswear, Footballs, Gym Equipment, Boxing Gloves, Cricket Bats",Distributor,1975,404,21845,34 sets,"North Africa, Oceania, Western Europe","SEDEX, ISO 9001",4.5,Net 30 Days,49
SUP000081,Pioneer Jewels GmbH,Marielle Wagner,Switzerland,Zurich,"138 Trade Center, Zurich, Switzerland",+41-7532-60332,enquiry@pioneerjewelsgmbh.ch,www.pioneerjewelsgmbh.ch,Jewelry & Gemstones,"Pearl Necklaces, Precious Stones, Fashion Jewelry",Manufacturer & Exporter,2020,584,90088,886 sets,"Southeast Asia, East Asia, CIS Countries, North Africa","RoHS Compliant, SEDEX",4.7,100% Advance,19
SUP000082,Brown Kids World LLC,Melissa Moore,United States,Houston,"429 Export Zone, Houston, United States",+1-89141-17393,melissa997@outlook.com,www.brownkidsworldllc.com,Toys & Games,"Action Figures, Building Blocks, Educational Toys, Board Games, Remote Control Cars",Distributor,1993,60,83001,730 units,"South America, Oceania, Southeast Asia, Middle East","BRC Certified, WRAP Certified, ISO 22000",4.7,Open Account,24
SUP000083,Golden Packaging Co Pvt Ltd,Jean Mendez,Sri Lanka,Colombo,"119 Export Zone, Colombo, Sri Lanka",+94-0022-55794,jean@yahoo.com,www.goldenpackagingcopvt.lk,Paper & Packaging,"Printing Paper, Corrugated Boxes, Tissue Paper, Cardboard Sheets",Distributor,2000,3825,780365,481 pieces,"Middle East, North Africa","HACCP, GMP Certified, WRAP Certified",3.2,Open Account,77
SUP000084,Rio de Janeiro Hides S.A.,Felipe Sa,Brazil,Belo Horizonte,"890 Main Road, Belo Horizonte, Brazil",+55-58891-637562,felipe.sa@gmail.com,www.riodejaneirohidessa.com.br,Leather Goods,"Leather Upholstery, Leather Bags, Leather Shoes, Leather Gloves",Trading Company,2007,1306,62026,4153 pieces,"South America, Middle East","HACCP, ISO 9001, WRAP Certified",4.1,Telegraphic Transfer (T/T),56
SUP000085,Brno Decor a.s.,Alzbeta Stankova,Czech Republic,Brno,"563 Industrial Area, Brno, Czech Republic",+420-1994-88375,sales@brnodecoras.cz,www.brnodecoras.com,Handicrafts & Home Decor,"Decorative Mirrors, Brass Statues, Wall Hangings, Stone Carvings",Manufacturer & Exporter,2010,933,219563,18 kg,"North America, South America, Sub-Saharan Africa, East Asia",OEKO-TEX,3.7,Net 60 Days,75
SUP000086,Royal Circuits Ltd,Laura Hanson,Kenya,Nairobi,"425 Industrial Area, Nairobi, Kenya",+254-9177-98270,contact@royalcircuitsltd.ke,www.royalcircuitsltd.com,Electronics & Electrical,"Batteries, Solar Panels, Home Appliances, LED Lights",Distributor,2007,198,77660515,3430 boxes,"Eastern Europe, South Asia, CIS Countries","HACCP, ISO 14001, Halal Certified",4.8,Net 30 Days,40
SUP000087,Crown MachineTech Trading,David Collins,Ethiopia,Addis Ababa,"732 Commercial Street, Addis Ababa, Ethiopia",+251-5228-85158,contact@crownmachinetechtrad.com,www.crownmachinetechtrad.com,Machinery & Industrial Equipment,"Conveyor Belts, Generators, Welding Equipment, Hydraulic Presses, Air Compressors",Wholesaler,1993,32,69921,1638 kg,"CIS Countries, Southeast Asia, Eastern Europe, East Asia",BRC Certified,4.5,Letter of Credit (L/C),41
SUP000088,Budapest Ornaments Zrt.,Szabone Toth Erika,Hungary,Budapest,"804 Commercial Street, Budapest, Hungary",+36-0666-58004,contact@budapestornamentszrt.com,www.budapestornamentszrt.com,Jewelry & Gemstones,"Silver Ornaments, Pearl Necklaces, Diamond Rings, Gemstone Beads",Sole Proprietor Exporter,2020,144,45362,1532 pieces,"CIS Countries, Oceania","GMP Certified, CE Certified, OEKO-TEX",4.5,"30% Advance, 70% on Delivery",53
SUP000089,Crown SportsGear Trading Co,Zaenab Widodo,Indonesia,Bandung,"631 Commercial Street, Bandung, Indonesia",+62-79851-58328,contact@crownsportsgeartradi.com,www.crownsportsgeartradi.com,Sports Goods,"Cricket Bats, Gym Equipment, Sportswear, Footballs",Distributor,1980,418,39319230,4599 sets,"Western Europe, North Africa","ISO 9001, Halal Certified, SEDEX",3.0,Cash Against Documents (CAD),62
SUP000090,Beverages Enterprises s.r.o.,Marek Vlcek,Czech Republic,Prague,"920 Main Road, Prague, Czech Republic",+420-5811-28801,sales@beveragesenterprises.com,www.beveragesenterprises.com,Beverages,"Energy Drinks, Herbal Teas, Wine, Fruit Juices",Distributor,1981,4598,13188067,2718 units,"North Africa, Southeast Asia, Oceania, South Asia","ISO 9001, FSSAI",3.2,100% Advance,27
SUP000091,MetalWorks Enterprises Kft.,Kovacs Akos,Hungary,Budapest,"869 Export Zone, Budapest, Hungary",+36-5814-49147,info@metalworksenterprise.com,www.metalworksenterprise.com,Metals & Minerals,"Steel Sheets, Stainless Steel Pipes, Iron Ore, Aluminum Ingots, Copper Wires",Wholesaler,1989,150,810190,1010 units,"South America, Southeast Asia, North America, CIS Countries","BRC Certified, ISO 9001, WRAP Certified",3.0,Telegraphic Transfer (T/T),73
SUP000092,Healthcare Overseas Corporation,gimhyeonsug,South Korea,Seoul,"872 Market Road, Seoul, South Korea",+82-81414-13975,sales@healthcareoverseasco.com,www.healthcareoverseasco.kr,Pharmaceuticals & Healthcare,"Ayurvedic Products, Surgical Masks, Medical Devices",Wholesaler,1979,697,3556764,2592 tons,"South America, Western Europe","Halal Certified, BRC Certified, ISO 9001",3.3,Cash Against Documents (CAD),36
SUP000093,de Vries Fitness Co S.A.,Stella van Dagsburg-Verbeek,Belgium,Antwerp,"144 Main Road, Antwerp, Belgium",+32-4110-80996,stella@gmail.com,www.devriesfitnesscosa.com,Sports Goods,"Sportswear, Gym Equipment, Boxing Gloves, Yoga Mats",Wholesaler,2009,88,27969239,4106 boxes,"South America, Western Europe, East Asia, CIS Countries","Organic Certified, RoHS Compliant",3.2,Cash Against Documents (CAD),69
SUP000094,Star Auto Components Group,Wang Lin,China,Dongguan,"271 Trade Center, Dongguan, China",+86-30385-677005,export@starautocomponentsgr.com,www.starautocomponentsgr.com,Automotive Parts,"Tires, Suspension Parts, Headlights",Manufacturer & Exporter,2012,2542,2305897,3083 pieces,"North Africa, North America, Eastern Europe","CE Certified, ISO 14001",4.0,Cash Against Documents (CAD),49
SUP000095,Star Infra Materials Pty Ltd,Valerie Walker,Australia,Brisbane,"617 Export Zone, Brisbane, Australia",+61-3651-77739,info@starinframaterialspt.com,www.starinframaterialspt.com.au,Construction Materials,"Cement, Granite Stones, Bricks",Trading Company,2011,42,1938048,1475 boxes,"Eastern Europe, Western Europe, Oceania",HACCP,4.9,100% Advance,89
SUP000096,Artisans Overseas Group,Gunn Lund,Norway,Oslo,"71 Main Road, Oslo, Norway",+47-6621-0388,gunn621@gmail.com,www.artisansoverseasgrou.no,Handicrafts & Home Decor,"Stone Carvings, Handwoven Carpets, Bamboo Crafts, Wicker Baskets",Wholesaler,2013,7,32214,3535 boxes,"Southeast Asia, Middle East, Western Europe, North Africa","BRC Certified, RoHS Compliant",3.8,100% Advance,72
SUP000097,Vancouver Auto Components Ltd.,Sara Martinez DVM,Canada,Vancouver,"6 Industrial Area, Vancouver, Canada",+1-98180-63565,enquiry@vancouverautocompone.ca,www.vancouverautocompone.ca,Automotive Parts,"Alloy Wheels, Car Batteries, Engine Components",Wholesaler,2002,2128,9094466,4581 boxes,"Middle East, East Asia","GMP Certified, FSSAI, CE Certified",4.0,Net 60 Days,78
SUP000098,Beauty Co International LLC,Michael Smith,Egypt,Cairo,"824 Export Zone, Cairo, Egypt",+20-27961-14351,michael954@hotmail.com,www.beautycointernationa.com,Cosmetics & Personal Care,"Perfumes, Haircare Products, Herbal Soaps",Wholesaler,1993,64,1179691,1596 units,"East Asia, Oceania, North America, Western Europe","SEDEX, ISO 9001",4.6,Net 30 Days,83
SUP000099,Taichung Foods Co. Ltd,Xing Yong,Taiwan,Kaohsiung,"71 Export Zone, Kaohsiung, Taiwan",+886-8489-55439,xing.yong@hotmail.com,www.taichungfoodscoltd.com,Agriculture & Food Products,"Tea Leaves, Dried Fruits, Cashew Nuts",Manufacturer & Exporter,1986,31,6703682,4407 boxes,"Sub-Saharan Africa, CIS Countries, East Asia, Eastern Europe","ISO 9001, WRAP Certified, Organic Certified",3.5,Open Account,53
SUP000100,Guayaquil Auto Components Cia. Ltda.,Adolfo Ruiz-Palomo,Ecuador,Guayaquil,"549 Industrial Area, Guayaquil, Ecuador",+593-4341-65182,enquiry@guayaquilautocompone.ec,www.guayaquilautocompone.ec,Automotive Parts,"Alloy Wheels, Brake Pads, Car Batteries",Sole Proprietor Exporter,2018,177,378298,2046 boxes,"Eastern Europe, Oceania, CIS Countries, North Africa","HACCP, OEKO-TEX",3.7,"30% Advance, 70% on Delivery",20
SUP000101,Incheon Infra Materials Co. Ltd,gimjihu,South Korea,Incheon,"591 Business Park, Incheon, South Korea",+82-08678-08562,enquiry@incheoninframaterial.kr,www.incheoninframaterial.com,Construction Materials,"Bricks, Marble Slabs, Granite Stones, Steel Bars",Sole Proprietor Exporter,1975,5,5357056,1943 kg,"Western Europe, Southeast Asia, Middle East","CE Certified, Halal Certified",3.9,Cash Against Documents (CAD),51
SUP000102,Birnbaum Stone Works GmbH,Frau Minna Heuser MBA.,Germany,Frankfurt,"103 Commercial Street, Frankfurt, Germany",+49-38663-22702,enquiry@birnbaumstoneworksgm.de,www.birnbaumstoneworksgm.com,Construction Materials,"Granite Stones, Marble Slabs, Cement, Sanitaryware",Manufacturer & Exporter,2006,24,203783,2084 tons,"East Asia, Oceania",Organic Certified,4.7,"30% Advance, 70% on Delivery",62
SUP000103,Pavlenko Chemicals PJSC,Emiliia Ier'omenko,Ukraine,Lviv,"800 Commercial Street, Lviv, Ukraine",+380-5587-71694,sales@pavlenkochemicalspjs.com,www.pavlenkochemicalspjs.com,Chemicals & Petrochemicals,"Textile Dyes, Fertilizers, Adhesives, Solvents",Manufacturer & Exporter,2001,45,6765080,2596 sets,"East Asia, CIS Countries","SEDEX, OEKO-TEX, ISO 22000",3.6,Net 60 Days,82
SUP000104,Petrochem Overseas Trading,Bethany Smith,Ethiopia,Addis Ababa,"66 Market Road, Addis Ababa, Ethiopia",+251-8006-81149,contact@petrochemoverseastra.com,www.petrochemoverseastra.et,Chemicals & Petrochemicals,"Fertilizers, Adhesives, Textile Dyes",Trading Company,2022,163,89041,2924 kg,"Middle East, South America, Eastern Europe, Western Europe","ISO 14001, RoHS Compliant",4.7,Open Account,74
SUP000105,MetalWorks Worldwide Lda.,Marco Vaz,Portugal,Porto,"11 Industrial Area, Porto, Portugal",+351-8254-78077,export@metalworksworldwidel.com,www.metalworksworldwidel.com,Metals & Minerals,"Steel Sheets, Zinc Alloys, Copper Wires, Aluminum Ingots",Manufacturer,2010,4613,96703418,3100 pieces,"Middle East, North Africa, Sub-Saharan Africa","ISO 22000, FSSAI",3.5,Telegraphic Transfer (T/T),85
SUP000106,Paper Mills International a.s.,Andela Rihova,Czech Republic,Brno,"329 Industrial Area, Brno, Czech Republic",+420-2080-21442,andela239@gmail.com,www.papermillsinternatio.cz,Paper & Packaging,"Paper Bags, Notebooks, Corrugated Boxes",Distributor,1988,4218,68679,1197 units,"South Asia, East Asia, CIS Countries, Middle East","BRC Certified, Fair Trade Certified, CE Certified",3.5,Telegraphic Transfer (T/T),14
SUP000107,Arequipa Leather Works S.R.L.,Delfina Guerra,Peru,Lima,"399 Commercial Street, Lima, Peru",+51-5208-81474,sales@arequipaleatherworks.com,www.arequipaleatherworks.com,Leather Goods,"Leather Shoes, Leather Upholstery, Travel Bags, Wallets, Leather Bags",Trading Company,2015,215,96637,345 boxes,"South Asia, South America","SEDEX, CE Certified, Fair Trade Certified",4.6,Open Account,81
SUP000108,Plastics Worldwide Pte Ltd,John Harvey,Singapore,Singapore,"661 Trade Center, Singapore, Singapore",+65-7306-5240,export@plasticsworldwidepte.sg,www.plasticsworldwidepte.com,Plastics & Packaging,"Plastic Containers, Plastic Pipes, PET Bottles, Packaging Films, Bubble Wrap",Distributor,1987,756,388699,3682 kg,"South America, Western Europe, South Asia, Eastern Europe","OEKO-TEX, Halal Certified",4.6,Cash Against Documents (CAD),63
SUP000109,Kakar Paper Products Exports,Chavvi Sahni,India,Chennai,"158 Commercial Street, Chennai, India",+91-56511-81022,chavvi@hotmail.com,www.kakarpaperproductsex.in,Paper & Packaging,"Notebooks, Corrugated Boxes, Printing Paper",Manufacturer,2011,873,26433,108 pieces,"Southeast Asia, Oceania","Halal Certified, OEKO-TEX",4.3,"30% Advance, 70% on Delivery",64
SUP000110,Landry Plastics Trading,Jacob Townsend,Malaysia,Johor Bahru,"743 Main Road, Johor Bahru, Malaysia",+60-8633-83928,jacob.townsend@gmail.com,www.landryplasticstradin.com,Plastics & Packaging,"PET Bottles, Bubble Wrap, Plastic Containers, Foam Packaging, Packaging Films",Wholesaler,1997,3724,83815116,4135 kg,"Eastern Europe, Southeast Asia",ISO 14001,4.3,Open Account,50
SUP000111,Alloys Overseas AG,Prof. Luka Dorn,Austria,Graz,"17 Business Park, Graz, Austria",+43-40433-50488,prof159@gmail.com,www.alloysoverseasag.at,Metals & Minerals,"Zinc Alloys, Copper Wires, Steel Sheets, Iron Ore, Brass Fittings",Manufacturer & Exporter,1984,117,22335297,4662 pieces,"South Asia, Sub-Saharan Africa, North America","ISO 9001, FSSAI, BRC Certified",4.5,Cash Against Documents (CAD),66
SUP000112,Birmingham Infra Materials Group,Miss Dorothy Williamson,United Kingdom,London,"669 Industrial Area, London, United Kingdom",+44-60480-58925,info@birminghaminframater.uk,www.birminghaminframater.com,Construction Materials,"Ceramic Tiles, Roofing Sheets, Steel Bars",Distributor,2003,197,403860,2754 units,"Sub-Saharan Africa, CIS Countries, South America",WRAP Certified,4.0,100% Advance,75
SUP000113,Universal Petrochem Co.,Sarah Mclean,Tanzania,Dar es Salaam,"796 Free Zone, Dar es Salaam, Tanzania",+255-5911-66553,info@universalpetrochemco.com,www.universalpetrochemco.com,Chemicals & Petrochemicals,"Plastic Resins, Pesticides, Lubricants, Solvents, Textile Dyes",Trading Company,1997,1597,4917306,1278 sets,"East Asia, Southeast Asia, Eastern Europe, CIS Countries",FSSAI,4.7,"30% Advance, 70% on Delivery",11
